Names,Category,risk_level,min_investment,return_rate
Aditya Birla SL Inter Equity – Plan A-Direct Growth,Equity - Mutual Fund,6,1000,0.90%
Aditya Birla SL Inter Equity – Plan B-Direct Growth,Equity - Mutual Fund,6,1000,-4.10%
Aditya Birla SL Liquid Fund,Debt - Mutual Fund,3,500,5.70%
Aditya Birla SL Low Duration Fund,Debt - Mutual Fund,3,100,5.70%
Aditya Birla SL Manufacturing Equity Fund,Equity - Mutual Fund,6,1000,-2.90%
Aditya Birla SL Medium Term Plan – Direct Growth,Debt - Mutual Fund,4,1000,22.10%
Aditya Birla SL Midcap Fund,Equity - Mutual Fund,6,1000,-3.60%
Aditya Birla SL Money Manager Fund,Debt - Mutual Fund,3,1000,5.60%
Aditya Birla SL Nifty 50 Index Fund,Other - Mutual Fund,6,100,0.70%
Aditya Birla SL Overnight Fund,Debt - Mutual Fund,1,5000,5.40%
Aditya Birla SL Pure Value Fund,Equity - Mutual Fund,6,1000,3.00%
Aditya Birla SL Regular Savings Fund,Hybrid - Mutual Fund,4,500,3.60%
Aditya Birla SL Retirement-The 30s Plan-Dir Growth,Solution Oriented - Mutual Fund,6,1000,0.00%
Aditya Birla SL Retirement-The 40s Plan-Dir Growth,Solution Oriented - Mutual Fund,6,1000,-0.10%
Aditya Birla SL Retirement-The 50s Plan-Dir Growth,Solution Oriented - Mutual Fund,4,1000,3.00%
Aditya Birla SL Retirement-The 50sPlus-Debt-DirGrowth,Solution Oriented - Mutual Fund,3,1000,2.90%
Aditya Birla SL Savings Fund,Debt - Mutual Fund,3,1000,5.50%
Aditya Birla SL Short Term Fund,Debt - Mutual Fund,3,1000,5.50%
Aditya Birla SL Small Cap Fund,Equity - Mutual Fund,6,1000,-2.30%
Aditya Birla SL Tax Relief ’96 – Direct Growth,Equity - Mutual Fund,6,500,-3.00%
AXIS All Seasons Debt Fund,Other - Mutual Fund,4,5000,4.70%
AXIS Arbitrage Fund,Hybrid - Mutual Fund,1,500,5.60%
AXIS Balanced Advantage Fund,Hybrid - Mutual Fund,6,500,1.20%
AXIS Banking & PSU Debt Fund,Debt - Mutual Fund,3,5000,4.50%
AXIS Bluechip Fund,Equity - Mutual Fund,6,500,-6.10%
AXIS Children’s Gift Fund,Solution Oriented - Mutual Fund,6,5000,-6.50%
AXIS Corporate Debt Fund,Debt - Mutual Fund,3,5000,4.90%
AXIS Credit Risk Fund,Debt - Mutual Fund,4,5000,5.40%
AXIS Dynamic Bond Fund,Debt - Mutual Fund,3,5000,3.40%
AXIS Equity Hybrid Fund,Hybrid - Mutual Fund,6,500,-4.90%
AXIS Equity Saver Fund,Hybrid - Mutual Fund,4,500,1.40%
AXIS Flexi Cap Fund,Equity - Mutual Fund,6,500,-8.30%
AXIS Floater Fund,Debt - Mutual Fund,2,5000,5.80%
AXIS Focused 25 Fund,Equity - Mutual Fund,6,500,-14.70%
AXIS FTP – Series 104 – 1112Days,Debt - Mutual Fund,2,0,11.20%
AXIS FTP – Series 109 – 111Days,Debt - Mutual Fund,3,0,11.20%
AXIS Gilt Fund,Debt - Mutual Fund,3,5000,4.00%
AXIS Gold Fund,Other - Mutual Fund,5,5000,14.50%
AXIS Growth Opportunities Fund,Equity - Mutual Fund,6,500,-6.40%
AXIS Liquid Fund,Debt - Mutual Fund,2,500,5.70%
AXIS Long Term Equity Fund,Equity - Mutual Fund,6,500,-11.10%
AXIS Midcap Fund,Equity - Mutual Fund,6,500,-2.50%
AXIS Money Market Fund,Debt - Mutual Fund,2,5000,5.60%
AXIS Nifty 100 Index Fund,Other - Mutual Fund,6,500,-1.70%
AXIS Overnight Fund,Debt - Mutual Fund,1,500,5.40%
AXIS Regular Saver Fund,Hybrid - Mutual Fund,4,500,1.80%
AXIS Retirement Savings Fund,Solution Oriented - Mutual Fund,6,5000,-1.30%
AXIS Retirement Savings Fund,Solution Oriented - Mutual Fund,5,5000,-2.50%
AXIS Retirement Savings Fund,Solution Oriented - Mutual Fund,6,5000,-4.10%
AXIS Short Term Fund,Debt - Mutual Fund,3,5000,4.90%
AXIS Small Cap Fund,Equity - Mutual Fund,6,500,3.40%
AXIS Strategic Bond Fund,Debt - Mutual Fund,4,5000,5.20%
AXIS Treasury Advantage Fund,Debt - Mutual Fund,2,5000,5.30%
AXIS Triple Advantage Fund,Hybrid - Mutual Fund,6,500,-5.10%
AXIS Ultra Short Term Fund,Debt - Mutual Fund,3,5000,5.70%
Bandhan Asset Allocation FoF – Moderate – Direct Growth,Other - Mutual Fund,5,1000,1.30%
Bandhan FTP – Sr.179,Debt - Mutual Fund,3,5000,4.40%
Bank of India Arbitrage Fund,Hybrid - Mutual Fund,1,5000,4.20%
Bank of India Balanced Advantage Fund,Hybrid - Mutual Fund,6,5000,13.60%
Bank of India Conservative Hybrid Fund,Hybrid - Mutual Fund,3,10000,22.30%
Bank of India Credit Risk Fund,Debt - Mutual Fund,4,5000,130.80%
Bank of India Large & Mid Cap Equity Fund,Equity - Mutual Fund,6,5000,2.70%
Bank of India Liquid Fund,Debt - Mutual Fund,2,5000,5.70%
Bank of India Manufacturing & Infrastr Fund,Equity - Mutual Fund,6,5000,7.60%
Bank of India Mid & Small Cap Equity & Debt Fund,Hybrid - Mutual Fund,6,5000,-0.30%
Bank of India Midcap Tax Fund,Equity - Mutual Fund,6,500,-4.10%
Bank of India Midcap Tax Fund,Equity - Mutual Fund,6,500,-4.70%
Bank of India Overnight Fund,Debt - Mutual Fund,1,5000,5.50%
Bank of India Short Term Income – Direct Growth,Debt - Mutual Fund,2,5000,28.30%
Bank of India Small Cap Fund,Equity - Mutual Fund,6,5000,-1.00%
Bank of India Tax Advantage Fund,Equity - Mutual Fund,6,500,0.90%
Bank of India Ultra Short Duration Fund,Debt - Mutual Fund,3,5000,5.20%
Baroda BNP Paribas Aggressive Hybrid Fund,Hybrid - Mutual Fund,6,5000,3.50%
Baroda BNP Paribas Arbitrage Fund,Hybrid - Mutual Fund,1,5000,5.20%
Baroda BNP Paribas Balanced Advantage Fund,Hybrid - Mutual Fund,6,5000,3.70%
Baroda BNP Paribas Banking & PSU Bond Fund,Debt - Mutual Fund,2,5000,2.50%
Baroda BNP Paribas Banking&Fin Serv Fund,Equity - Mutual Fund,6,5000,6.60%
Baroda BNP Paribas Conservative Hybrid Fund,Hybrid - Mutual Fund,4,1000,3.70%
Baroda BNP Paribas Corporate Bond Fund,Debt - Mutual Fund,2,5000,2.80%
Baroda BNP Paribas Credit Risk Fund,Debt - Mutual Fund,4,5000,5.70%
Baroda BNP Paribas Dynamic Bond Fund,Debt - Mutual Fund,3,1000,5.20%
Baroda BNP Paribas ELSS Fund,Equity - Mutual Fund,6,500,-2.40%
Baroda BNP Paribas Equity Savings Fund,Hybrid - Mutual Fund,4,5000,3.70%
Baroda BNP Paribas Focused Fund,Equity - Mutual Fund,6,5000,0.50%
Baroda BNP Paribas Gilt Fund,Debt - Mutual Fund,3,5000,3.70%
Baroda BNP Paribas India Consumption Fund,Equity - Mutual Fund,6,5000,5.20%
Baroda BNP Paribas Large Cap Fund,Equity - Mutual Fund,6,5000,3.00%
Baroda BNP Paribas Liquid Fund,Debt - Mutual Fund,2,5000,5.70%
Baroda BNP Paribas Low Duration Fund,Debt - Mutual Fund,3,5000,5.00%
Baroda BNP Paribas Medium Duration Fund,Debt - Mutual Fund,3,5000,3.90%
Baroda BNP Paribas Mid Cap Fund,Equity - Mutual Fund,6,5000,2.40%
Baroda BNP Paribas Money Market Fund,Debt - Mutual Fund,2,5000,5.00%
Baroda BNP Paribas Multi Cap Fund,Equity - Mutual Fund,6,5000,-1.70%
Baroda BNP Paribas Overnight Fund,Debt - Mutual Fund,1,5000,5.40%
Baroda BNP Paribas Short Duration Fund,Debt - Mutual Fund,3,5000,4.20%
Baroda BNP Paribas Ultra Short Duration Fund,Debt - Mutual Fund,2,5000,5.70%
BHARAT Bond FOF – April 2025 – Direct Growth,Other - Mutual Fund,2,1000,2.60%
Canara Robeco Bluechip Equity Fund,Equity - Mutual Fund,6,5000,1.70%
Canara Robeco Conservative Hybrid Fund,Hybrid - Mutual Fund,4,5000,3.80%
Canara Robeco Consumer Trends Fund,Equity - Mutual Fund,6,5000,7.10%
Canara Robeco Corporate Bond Fund,Debt - Mutual Fund,2,5000,4.00%
Canara Robeco Dynamic Bond Fund,Debt - Mutual Fund,3,5000,4.70%
Canara Robeco Emerging Equities – Direct Growth,Equity - Mutual Fund,6,5000,-0.20%
Canara Robeco Equity Hybrid Fund,Hybrid - Mutual Fund,6,5000,1.80%
Canara Robeco Equity Tax Saver Fund,Equity - Mutual Fund,6,500,1.20%
Canara Robeco Flexi Cap Fund,Equity - Mutual Fund,6,5000,-0.90%
Canara Robeco Gilt Fund,Debt - Mutual Fund,3,5000,4.30%
Canara Robeco Income Fund,Debt - Mutual Fund,3,5000,3.90%
Canara Robeco Infrastructure – Direct Growth,Equity - Mutual Fund,6,5000,13.70%
Canara Robeco Liquid Fund,Debt - Mutual Fund,2,5000,5.60%
Canara Robeco Overnight Fund,Debt - Mutual Fund,1,5000,5.30%
Canara Robeco Savings Fund,Debt - Mutual Fund,2,5000,5.00%
Canara Robeco Short Duration Fund,Debt - Mutual Fund,2,5000,4.10%
Canara Robeco Small Cap Fund,Equity - Mutual Fund,6,5000,-0.60%
Canara Robeco Ultra Short Term Fund,Debt - Mutual Fund,2,500,5.20%
DSP Arbitrage Fund,Hybrid - Mutual Fund,1,500,5.60%
DSP Banking & Psu Debt Fund,Debt - Mutual Fund,2,500,4.00%
DSP Bond Fund,Debt - Mutual Fund,3,500,3.80%
DSP Corporate Bond Fund,Debt - Mutual Fund,3,500,2.60%
DSP Credit Risk Fund,Debt - Mutual Fund,4,500,10.80%
DSP Dynamic Asset Allocation Fund,Hybrid - Mutual Fund,5,500,1.70%
DSP Equity & Bond Fund,Hybrid - Mutual Fund,6,500,0.60%
DSP Equity Opportunities Fund,Equity - Mutual Fund,6,500,3.20%
DSP Equity Savings Fund,Hybrid - Mutual Fund,4,500,4.00%
DSP Flexi Cap Fund,Equity - Mutual Fund,6,500,-0.10%
DSP Floater Fund,Debt - Mutual Fund,2,500,4.40%
DSP Focus Fund,Equity - Mutual Fund,6,500,-1.70%
DSP Global Allocation Fund,Other - Mutual Fund,6,500,0.60%
DSP G-Sec Fund,Debt - Mutual Fund,3,500,4.40%
DSP Healthcare Fund,Equity - Mutual Fund,6,500,-3.60%
DSP India T.I.G.E.R. Fund,Equity - Mutual Fund,6,500,15.80%
DSP Liquidity Fund,Debt - Mutual Fund,3,500,5.60%
DSP Low Duration Fund,Debt - Mutual Fund,2,500,5.10%
DSP Midcap Fund,Equity - Mutual Fund,6,500,-3.90%
DSP Natural Resources & New Energy – Direct Growth,Equity - Mutual Fund,6,500,-0.70%
DSP Nifty 50 Equal Weight Index Fund,Other - Mutual Fund,6,500,2.20%
DSP Nifty 50 Index Fund,Other - Mutual Fund,6,500,0.90%
DSP Nifty Next 50 Index Fund,Other - Mutual Fund,6,500,-6.30%
DSP Overnight Fund,Debt - Mutual Fund,1,500,5.40%
DSP Regular Savings Fund,Hybrid - Mutual Fund,3,500,3.00%
DSP Savings Fund,Debt - Mutual Fund,3,500,5.00%
DSP Short Term Fund,Debt - Mutual Fund,2,500,4.10%
DSP Small Cap Fund,Equity - Mutual Fund,6,500,0.70%
DSP Strategic Bond Fund,Debt - Mutual Fund,2,500,3.00%
DSP Tax Saver Fund,Equity - Mutual Fund,6,500,1.80%
DSP Top 100 Equity Fund,Equity - Mutual Fund,6,500,3.60%
DSP Ultra Short Fund,Debt - Mutual Fund,2,500,5.50%
DSP US Flexible Equity Fund,Other - Mutual Fund,6,500,2.20%
DSP World Gold Fund,Other - Mutual Fund,6,500,-9.00%
DSP World Mining Fund,Other - Mutual Fund,6,500,-5.40%
Edelweiss Aggressive Hybrid Fund,Hybrid - Mutual Fund,6,5000,6.50%
Edelweiss Arbitrage Fund,Hybrid - Mutual Fund,1,5000,5.80%
Edelweiss Balanced Advantage Fund,Hybrid - Mutual Fund,6,5000,2.90%
Edelweiss Banking & Psu Debt Fund,Debt - Mutual Fund,3,5000,3.50%
Edelweiss Equity Savings Fund,Hybrid - Mutual Fund,4,5000,4.40%
Edelweiss Europe Dynamic Equity Offshore – Dir Growth,Other - Mutual Fund,6,5000,9.20%
Edelweiss Flexi Cap Fund,Equity - Mutual Fund,6,5000,1.90%
Edelweiss Govt Securities Fund,Debt - Mutual Fund,3,5000,4.30%
Edelweiss Greater China Equity Off-Shore Fund,Other - Mutual Fund,6,5000,-4.10%
Edelweiss Large & Mid Cap Fund,Equity - Mutual Fund,6,5000,1.20%
Edelweiss Large Cap Fund,Equity - Mutual Fund,6,5000,4.90%
Edelweiss Liquid Fund,Debt - Mutual Fund,3,5000,5.60%
Edelweiss Long Term Equity Fund,Equity - Mutual Fund,6,500,0.90%
Edelweiss Mid Cap Fund,Equity - Mutual Fund,6,5000,4.90%
Edelweiss Money Market Fund,Debt - Mutual Fund,2,5000,4.90%
Edelweiss Overnight Fund,Debt - Mutual Fund,1,5000,5.30%
Edelweiss Recently Listed IPO Fund,Equity - Mutual Fund,6,5000,-13.80%
Edelweiss Small Cap Fund,Equity - Mutual Fund,6,5000,3.00%
Edelweiss US Value Equity Offshore Fund,Other - Mutual Fund,6,5000,2.00%
Franklin Build India Fund,Equity - Mutual Fund,6,5000,16.00%
Franklin India Banking & PSU Debt Fund,Debt - Mutual Fund,2,5000,4.20%
Franklin India Bluechip Fund,Equity - Mutual Fund,6,5000,-1.00%
Franklin India Corporate Debt Fund,Debt - Mutual Fund,2,10000,4.40%
Franklin India Debt Hybrid Fund,Hybrid - Mutual Fund,4,10000,5.10%
Franklin India Dynamic Asset Allocation FoFs-Dir-G,Other - Mutual Fund,4,5000,5.90%
Franklin India Equity Advantage Fund,Equity - Mutual Fund,6,5000,-0.90%
Franklin India Equity Hybrid Fund,Hybrid - Mutual Fund,6,5000,5.30%
Franklin India Equity Savings Fund,Hybrid - Mutual Fund,3,5000,4.80%
Franklin India Feeder – Franklin U.S. Opp.-Dir Growth,Other - Mutual Fund,6,5000,-12.10%
Franklin India Flexi Cap Fund,Equity - Mutual Fund,6,5000,3.80%
Franklin India Floating Rate Fund,Debt - Mutual Fund,2,1000,5.80%
Franklin India Focused Equity Fund,Equity - Mutual Fund,6,5000,5.10%
Franklin India G-Sec Fund,Debt - Mutual Fund,3,10000,3.50%
Franklin India Liquid Fund,Debt - Mutual Fund,2,10000,5.60%
Franklin India Multi-Asset Solution Fund,Other - Mutual Fund,4,5000,4.10%
Franklin India NSE Nifty 50 Index Fund,Other - Mutual Fund,6,5000,0.90%
Franklin India Opportunities Fund,Equity - Mutual Fund,6,5000,7.90%
Franklin India Overnight Fund,Debt - Mutual Fund,1,5000,5.30%
Franklin India Prima Fund,Equity - Mutual Fund,6,5000,4.50%
Franklin India Savings Fund,Debt - Mutual Fund,2,10000,5.30%
Franklin India Smaller Companies Fund,Equity - Mutual Fund,6,5000,10.50%
Franklin India Taxshield – Direct Growth,Equity - Mutual Fund,6,500,4.90%
Franklin India Technology Fund,Equity - Mutual Fund,6,5000,-11.90%
HDFC Arbitrage Fund,Hybrid - Mutual Fund,1,100,5.60%
HDFC Balanced Advantage Fund,Hybrid - Mutual Fund,6,100,14.40%
HDFC Banking and PSU Debt Fund,Debt - Mutual Fund,2,100,4.30%
HDFC Capital Builder Value Fund,Equity - Mutual Fund,6,100,-0.70%
HDFC Children’s Gift Fund,Solution Oriented - Mutual Fund,6,100,10.50%
HDFC Corporate Bond Fund,Debt - Mutual Fund,3,100,4.10%
HDFC Credit Risk Debt Fund,Debt - Mutual Fund,4,100,4.60%
HDFC Dynamic Debt Fund,Debt - Mutual Fund,3,100,4.60%
HDFC Dynamic PE Ratio Fund,Other - Mutual Fund,5,100,8.60%
HDFC Equity Savings Fund,Hybrid - Mutual Fund,4,100,5.10%
HDFC Flexi Cap Fund,Equity - Mutual Fund,6,100,12.40%
HDFC Floating Rate Debt Fund,Debt - Mutual Fund,3,100,5.60%
HDFC Focused 30 Fund,Equity - Mutual Fund,6,100,16.00%
HDFC Gilt Fund,Debt - Mutual Fund,3,100,3.60%
HDFC Gold Fund,Other - Mutual Fund,5,100,14.20%
HDFC Housing Opportunities Fund,Equity - Mutual Fund,6,100,9.80%
HDFC Hybrid Debt Fund,Hybrid - Mutual Fund,4,100,6.00%
HDFC Hybrid Equity Fund,Hybrid - Mutual Fund,6,100,7.70%
HDFC Income Fund,Debt - Mutual Fund,3,100,3.80%
HDFC Index Fund,Other - Mutual Fund,6,100,2.40%
HDFC Index Fund,Other - Mutual Fund,6,100,0.90%
HDFC Infrastructure Fund,Equity - Mutual Fund,6,100,16.50%
HDFC Large and Mid Cap Fund,Equity - Mutual Fund,6,100,6.30%
HDFC Liquid Fund,Debt - Mutual Fund,2,5000,5.60%
HDFC Low Duration Fund,Debt - Mutual Fund,2,100,5.40%
HDFC Medium Term Debt Fund,Debt - Mutual Fund,4,100,4.10%
HDFC Mid-Cap Opportunities Fund,Equity - Mutual Fund,6,100,11.90%
HDFC Money Market Fund,Debt - Mutual Fund,3,100,5.60%
HDFC Multi-Asset Fund,Hybrid - Mutual Fund,6,100,6.90%
HDFC Overnight Fund,Debt - Mutual Fund,1,100,5.30%
HDFC Retirement Savings Fund,Solution Oriented - Mutual Fund,6,100,11.60%
HDFC Retirement Savings Fund,Solution Oriented - Mutual Fund,6,100,8.00%
HDFC Retirement Savings Fund,Solution Oriented - Mutual Fund,4,100,6.00%
HDFC Short Term Debt Fund,Debt - Mutual Fund,3,100,4.70%
HDFC Small Cap Fund,Equity - Mutual Fund,6,100,12.50%
HDFC Tax Saver Fund,Equity - Mutual Fund,6,500,10.00%
HDFC Top 100 Fund,Equity - Mutual Fund,6,100,6.60%
HDFC Ultra Short Term Fund,Debt - Mutual Fund,3,100,5.40%
HSBC Aggressive Hybrid Fund,Hybrid - Mutual Fund,6,5000,-1.20%
HSBC Arbitrage Fund,Hybrid - Mutual Fund,1,5000,5.40%
HSBC Asia Pacific (Ex Japan) DYF – Direct Growth,Other - Mutual Fund,6,5000,-4.20%
HSBC Balanced Advantage Fund,Hybrid - Mutual Fund,4,5000,3.50%
HSBC Banking and PSU Debt Fund,Debt - Mutual Fund,3,5000,2.20%
HSBC Business Cycles Fund,Equity - Mutual Fund,6,5000,7.00%
HSBC Conservative Hybrid Fund,Hybrid - Mutual Fund,4,5000,2.30%
HSBC Corporate Bond Fund,Debt - Mutual Fund,2,5000,1.70%
HSBC Corporate Bond Fund,Debt - Mutual Fund,3,5000,3.30%
HSBC Credit Risk Fund,Debt - Mutual Fund,4,5000,4.80%
HSBC Dynamic Bond Fund,Debt - Mutual Fund,3,5000,4.70%
HSBC ELSS Fund,Equity - Mutual Fund,6,500,-1.20%
HSBC Equity Hybrid Fund,Hybrid - Mutual Fund,6,5000,1.70%
HSBC Equity Savings Fund,Hybrid - Mutual Fund,3,5000,2.90%
HSBC Flexi Cap Fund,Equity - Mutual Fund,6,5000,-1.20%
HSBC Flexi Debt Fund,Debt - Mutual Fund,3,5000,1.70%
HSBC Gilt Fund,Debt - Mutual Fund,3,5000,5.00%
HSBC Infrastructure Fund,Equity - Mutual Fund,6,5000,11.30%
HSBC Large & Mid Cap Fund,Equity - Mutual Fund,6,5000,-0.60%
HSBC Large Cap Fund,Equity - Mutual Fund,6,5000,0.00%
HSBC Liquid Fund,Debt - Mutual Fund,2,5000,5.70%
HSBC Low Duration Fund,Debt - Mutual Fund,2,5000,5.20%
HSBC Managed Solutions Conservative Fund,Other - Mutual Fund,3,5000,3.20%
HSBC Managed Solutions Growth Fund,Other - Mutual Fund,6,5000,0.60%
HSBC Managed Solutions Moderate Fund,Other - Mutual Fund,5,5000,1.20%
HSBC Medium Duration Fund,Debt - Mutual Fund,3,5000,4.20%
