Names,Category,risk_level,min_investment,return_rate
Nippon India Equity Savings Fund,Hybrid - Mutual Fund,2,5000,3.90%
Nippon India Floating Rate Fund,Debt - Mutual Fund,3,5000,4.50%
Nippon India Focused Equity Fund,Equity - Mutual Fund,6,5000,3.20%
Nippon India Gold Savings Fund,Other - Mutual Fund,5,100,14.20%
Nippon India Growth Fund,Equity - Mutual Fund,6,100,5.60%
Nippon India GSF – Direct Growth,Debt - Mutual Fund,2,5000,4.40%
Nippon India Hybrid Bond Fund,Hybrid - Mutual Fund,6,5000,5.10%
Nippon India Income Fund,Debt - Mutual Fund,2,5000,6.00%
Nippon India Index Fund,Other - Mutual Fund,6,5000,1.50%
Nippon India Index Fund,Other - Mutual Fund,6,100,0.90%
Nippon India Large Cap Fund,Equity - Mutual Fund,6,100,8.40%
Nippon India Liquid Fund,Debt - Mutual Fund,2,1000,5.60%
Nippon India Low Duration Fund,Debt - Mutual Fund,2,500,5.30%
Nippon India Money Market Fund,Debt - Mutual Fund,3,500,5.70%
Nippon India Multi Cap Fund,Equity - Mutual Fund,6,100,10.70%
Nippon India Nifty Next 50 Junior BeES FoF-Dir Growth,Other - Mutual Fund,6,100,-5.80%
Nippon India Overnight Fund,Debt - Mutual Fund,1,100,5.40%
Nippon India Pharma Fund,Equity - Mutual Fund,6,5000,-7.00%
Nippon India Power & Infra Fund,Equity - Mutual Fund,6,5000,20.40%
Nippon India Quant Fund,Equity - Mutual Fund,6,5000,5.00%
Nippon India Retirement Fund,Solution Oriented - Mutual Fund,4,500,4.00%
Nippon India Retirement Fund,Solution Oriented - Mutual Fund,6,500,1.30%
Nippon India Short Term Fund,Debt - Mutual Fund,3,100,4.30%
Nippon India Small Cap Fund,Equity - Mutual Fund,6,5000,8.70%
Nippon India Strategic Debt Fund,Debt - Mutual Fund,6,5000,2.70%
Nippon India Tax Saver (ELSS) Fund,Equity - Mutual Fund,6,500,1.80%
Nippon India US Equity Opportunities Fund,Equity - Mutual Fund,6,100,1.70%
Nippon India USD Fund,Debt - Mutual Fund,3,100,5.90%
Nippon India Value Fund,Equity - Mutual Fund,6,500,0.00%
Nippon India Vision Fund,Equity - Mutual Fund,6,5000,2.10%
Parag Parikh Flexi Cap Fund,Equity - Mutual Fund,6,1000,2.30%
Parag Parikh Liquid Fund,Debt - Mutual Fund,2,5000,5.30%
Parag Parikh Tax Saver Fund,Equity - Mutual Fund,6,500,8.00%
PGIM India Arbitrage Fund,Hybrid - Mutual Fund,1,5000,5.30%
PGIM India Banking&PSU Debt Fund,Debt - Mutual Fund,2,5000,4.10%
PGIM India Corporate Bond Fund,Debt - Mutual Fund,2,5000,4.30%
PGIM India Dynamic Bond Fund,Debt - Mutual Fund,2,5000,4.60%
PGIM India Elss Tax Saver Fund,Equity - Mutual Fund,6,500,2.90%
PGIM India Equity Savings Fund,Hybrid - Mutual Fund,2,5000,4.30%
PGIM India Flexi Cap Fund,Equity - Mutual Fund,6,100,-2.30%
PGIM India GEO Fund,Other - Mutual Fund,6,5000,-7.90%
PGIM India Gilt Fund,Debt - Mutual Fund,3,5000,4.20%
PGIM India Hybrid Equity Fund,Hybrid - Mutual Fund,6,5000,4.00%
PGIM India Large Cap Fund,Equity - Mutual Fund,6,5000,4.70%
PGIM India Liquid Fund,Debt - Mutual Fund,2,100,5.60%
PGIM India Low Duration Fund,Debt - Mutual Fund,2,5000,5.50%
PGIM India Midcap Opportunities Fund,Equity - Mutual Fund,6,5000,2.00%
PGIM India Money Market Fund,Debt - Mutual Fund,2,5000,5.70%
PGIM India Overnight Fund,Debt - Mutual Fund,1,100,5.40%
PGIM India Short Duration Fund,Debt - Mutual Fund,2,5000,4.50%
PGIM India Ultra Short Duration Fund,Debt - Mutual Fund,2,25000,5.50%
Quant Absolute Fund,Hybrid - Mutual Fund,6,5000,7.30%
Quant Active Fund,Equity - Mutual Fund,6,5000,1.00%
Quant Flexi Cap Fund,Equity - Mutual Fund,6,5000,6.80%
Quant Focused Fund,Equity - Mutual Fund,6,5000,5.20%
Quant Infrastructure Fund,Equity - Mutual Fund,6,5000,5.60%
Quant Large and Mid Cap Fund,Equity - Mutual Fund,6,5000,6.90%
Quant Liquid Plan – Direct Growth,Debt - Mutual Fund,2,5000,5.60%
Quant Mid Cap Fund,Equity - Mutual Fund,6,5000,8.80%
Quant Multi Asset Fund,Hybrid - Mutual Fund,6,5000,10.60%
Quant Small Cap Fund,Equity - Mutual Fund,6,5000,5.40%
Quant Tax Plan- Direct Growth,Equity - Mutual Fund,6,500,0.90%
Quantum Dynamic Bond Fund,Debt - Mutual Fund,3,500,5.40%
Quantum Equity Fund,Other - Mutual Fund,6,500,-0.50%
Quantum Gold Savings Fund,Other - Mutual Fund,5,500,14.30%
Quantum Liquid Fund,Debt - Mutual Fund,1,5000,5.40%
Quantum Long Term Equity Value Fund,Equity - Mutual Fund,6,500,2.40%
Quantum Multi Asset Fund,Other - Mutual Fund,4,500,5.50%
Quantum Tax Saving Fund,Equity - Mutual Fund,6,500,2.90%
SBI Arbitrage Opportunities Fund,Hybrid - Mutual Fund,1,5000,5.80%
SBI Banking & Financial Services Fund,Equity - Mutual Fund,6,5000,5.50%
SBI Banking and PSU Fund,Debt - Mutual Fund,3,5000,3.80%
SBI BlueChip Fund,Equity - Mutual Fund,6,5000,4.20%
SBI Conservative Hybrid Fund,Hybrid - Mutual Fund,5,5000,6.20%
SBI Consumption Opportunities Fund,Equity - Mutual Fund,6,5000,11.10%
SBI Contra Fund,Equity - Mutual Fund,6,5000,15.00%
SBI Corporate Bond Fund,Debt - Mutual Fund,2,5000,4.10%
SBI Credit Risk Fund,Debt - Mutual Fund,5,10000,5.20%
SBI Dynamic Bond Fund,Debt - Mutual Fund,3,5000,5.90%
SBI Equity Hybrid Fund,Hybrid - Mutual Fund,6,1000,-1.90%
SBI Equity Minimum Variance – Direct Growth,Equity - Mutual Fund,6,5000,4.90%
SBI Equity Savings Fund,Hybrid - Mutual Fund,4,1000,2.20%
SBI Flexi Cap Fund,Equity - Mutual Fund,6,1000,-1.00%
SBI Floating Rate Debt Fund,Debt - Mutual Fund,2,5000,5.00%
SBI FMP – Series 1 (3668 Days) – Direct Growth,Debt - Mutual Fund,3,5000,4.80%
SBI Focused Equity Fund,Equity - Mutual Fund,6,5000,-4.90%
SBI Gold Fund,Other - Mutual Fund,6,5000,14.80%
SBI Healthcare Opportunities Fund,Equity - Mutual Fund,6,5000,-1.60%
SBI Infrastructure Fund,Equity - Mutual Fund,6,5000,12.80%
SBI Large & Midcap Fund,Equity - Mutual Fund,6,5000,6.50%
SBI Liquid Fund,Debt - Mutual Fund,2,500,5.60%
SBI Long Term Advantage Fund,Equity - Mutual Fund,4,500,0.10%
SBI Long Term Advantage Fund,Equity - Mutual Fund,4,500,1.10%
SBI Long Term Advantage Fund,Equity - Mutual Fund,4,500,0.50%
SBI Long Term Advantage Fund,Equity - Mutual Fund,4,500,1.00%
SBI Long Term Advantage Fund,Equity - Mutual Fund,4,500,4.50%
SBI Long Term Advantage Fund,Equity - Mutual Fund,4,500,-2.70%
SBI Long Term Equity Fund,Equity - Mutual Fund,6,500,8.70%
SBI Magnum Children’s Benefit Fund,Solution Oriented - Mutual Fund,4,5000,3.10%
SBI Magnum Comma Fund,Equity - Mutual Fund,6,5000,-12.10%
SBI Magnum Equity ESG Fund,Equity - Mutual Fund,6,1000,-2.70%
SBI Magnum Gilt Fund,Debt - Mutual Fund,3,5000,5.70%
SBI Magnum Global Fund,Equity - Mutual Fund,6,5000,1.60%
SBI Magnum Income Fund,Debt - Mutual Fund,4,5000,4.80%
SBI Magnum Low Duration Fund,Debt - Mutual Fund,3,5000,5.20%
SBI Magnum Medium Duration Fund,Debt - Mutual Fund,4,5000,4.60%
SBI Magnum Midcap Fund,Equity - Mutual Fund,6,5000,6.40%
SBI Magnum Ultra Short Duration Fund,Debt - Mutual Fund,2,5000,5.20%
SBI Multi Asset Allocation Fund,Hybrid - Mutual Fund,6,5000,5.90%
SBI Nifty Index Fund,Other - Mutual Fund,6,5000,0.90%
SBI Overnight Fund,Debt - Mutual Fund,1,5000,5.30%
SBI PSU Fund,Equity - Mutual Fund,6,5000,16.00%
SBI Savings Fund,Debt - Mutual Fund,3,500,5.50%
SBI Short Term Debt Fund,Debt - Mutual Fund,2,5000,4.60%
SBI Small Cap Fund,Equity - Mutual Fund,6,5000,8.20%
SBI Tax Advantage Fund,Equity - Mutual Fund,4,500,1.90%
SBI Technology Opportunities Fund,Equity - Mutual Fund,6,5000,-8.70%
Shriram Balanced Advantage Fund,Hybrid - Mutual Fund,6,5000,2.90%
Shriram Flexi Cap Fund,Equity - Mutual Fund,6,5000,1.40%
Shriram Hybrid Equity Fund,Hybrid - Mutual Fund,6,5000,0.70%
Shriram Long Term Equity Fund,Equity - Mutual Fund,6,500,0.80%
Sundaram Aggressive Hybrid Fund,Hybrid - Mutual Fund,5,100,1.20%
Sundaram Arbitrage Fund,Hybrid - Mutual Fund,2,100,5.30%
Sundaram Balanced Advantage Fund,Hybrid - Mutual Fund,4,100,3.90%
Sundaram Banking & PSU Debt Fund,Debt - Mutual Fund,2,5000,3.50%
Sundaram Consumption Fund,Equity - Mutual Fund,6,100,7.30%
Sundaram Corporate Bond Fund,Debt - Mutual Fund,2,5000,4.50%
Sundaram Debt Oriented Hybrid Fund,Hybrid - Mutual Fund,3,5000,4.10%
Sundaram Diversified Equity – Direct Growth,Equity - Mutual Fund,6,500,2.20%
Sundaram Dividend Yield Fund,Equity - Mutual Fund,6,5000,3.20%
Sundaram Emerging Small Cap Series III – Dir Growth,Equity - Mutual Fund,2,5000,9.40%
Sundaram Emerging Small Cap Series IV – Dir Growth,Equity - Mutual Fund,4,5000,6.70%
Sundaram Emerging Small Cap Series V – Dir Growth,Equity - Mutual Fund,6,5000,7.60%
Sundaram Emerging Small Cap Series VI – Dir Growth,Equity - Mutual Fund,6,5000,7.80%
Sundaram Emerging Small Cap Series VII – Dir Growth,Equity - Mutual Fund,6,5000,8.00%
Sundaram Equity Savings Fund,Hybrid - Mutual Fund,3,100,3.90%
Sundaram Fin Serv Opportunities – Direct Growth,Equity - Mutual Fund,6,100,11.40%
Sundaram Focused Fund,Equity - Mutual Fund,6,300,-1.80%
Sundaram Global Brand Fund,Other - Mutual Fund,6,100,2.40%
Sundaram Infrastructure Advantage Fund,Equity - Mutual Fund,6,100,7.30%
Sundaram Large and Mid Cap Fund,Equity - Mutual Fund,6,100,-1.30%
Sundaram Large Cap Fund,Equity - Mutual Fund,6,100,0.90%
Sundaram Liquid Fund,Debt - Mutual Fund,2,1000,5.70%
Sundaram Low Duration Fund,Debt - Mutual Fund,2,1000,5.60%
Sundaram LT MC Tax Advantage Fund,Equity - Mutual Fund,6,500,1.40%
Sundaram LT MC Tax Advantage Fund,Equity - Mutual Fund,6,500,3.80%
Sundaram LT MC Tax Advantage Fund,Equity - Mutual Fund,6,500,3.50%
Sundaram LT Tax Advantage Fund,Equity - Mutual Fund,6,500,5.40%
Sundaram LT Tax Advantage Fund,Equity - Mutual Fund,6,500,4.00%
Sundaram LT Tax Advantage Fund,Equity - Mutual Fund,6,500,4.40%
Sundaram Medium Term Bond Fund,Debt - Mutual Fund,3,5000,2.50%
Sundaram Mid Cap Fund,Equity - Mutual Fund,6,100,4.30%
Sundaram Money Market Fund,Debt - Mutual Fund,1,1000,5.40%
Sundaram Multi Cap Fund,Equity - Mutual Fund,6,100,-2.20%
Sundaram Multi Cap Fund,Equity - Mutual Fund,6,5000,1.50%
Sundaram Multi Cap Fund,Equity - Mutual Fund,6,5000,1.60%
Sundaram Nifty 100 Equal Weight Fund,Other - Mutual Fund,6,100,-3.10%
Sundaram Overnight Fund,Debt - Mutual Fund,2,5000,5.40%
Sundaram Services Fund,Equity - Mutual Fund,6,100,3.20%
Sundaram Short Duration Fund,Debt - Mutual Fund,2,5000,4.80%
Sundaram Small Cap Fund,Equity - Mutual Fund,6,100,1.60%
Sundaram Tax Savings Fund,Equity - Mutual Fund,6,500,1.20%
Sundaram Ultra Short Duration Fund,Debt - Mutual Fund,3,1000,5.70%
Tata Arbitrage Fund,Hybrid - Mutual Fund,1,5000,5.70%
Tata Balanced Advantage Fund,Hybrid - Mutual Fund,4,5000,5.80%
Tata Banking & Financial Services Fund,Equity - Mutual Fund,6,5000,11.90%
Tata Banking & PSU Debt Fund,Debt - Mutual Fund,2,5000,4.00%
Tata Digital India Fund,Equity - Mutual Fund,6,5000,-16.00%
Tata Equity P/E Fund,Equity - Mutual Fund,6,5000,6.60%
Tata Equity Saving Fund,Hybrid - Mutual Fund,4,5000,3.40%
Tata Ethical Fund,Equity - Mutual Fund,6,5000,-1.60%
Tata Flexi Cap Fund,Equity - Mutual Fund,6,5000,-2.50%
Tata Floating Rate Fund,Debt - Mutual Fund,2,5000,5.60%
Tata Focused Equity Fund,Equity - Mutual Fund,6,5000,0.40%
Tata Gilt Securities Fund,Debt - Mutual Fund,2,5000,5.20%
Tata Hybrid Equity Fund,Hybrid - Mutual Fund,6,5000,6.20%
Tata India Consumer Fund,Equity - Mutual Fund,6,5000,2.80%
Tata India Pharma & Healthcare Fund,Equity - Mutual Fund,6,5000,-8.10%
Tata India Tax Savings Fund,Equity - Mutual Fund,6,500,2.20%
Tata Infrastructure Fund,Equity - Mutual Fund,6,5000,14.00%
Tata Large & Mid Cap Fund,Equity - Mutual Fund,6,5000,8.80%
Tata Large Cap Fund,Equity - Mutual Fund,6,5000,1.80%
Tata Liquid Fund,Debt - Mutual Fund,2,5000,5.60%
Tata Mid Cap Growth Fund,Equity - Mutual Fund,6,5000,1.30%
Tata Money Market Fund,Debt - Mutual Fund,3,5000,5.70%
Tata Nifty 50 Index Fund,Other - Mutual Fund,6,5000,1.00%
Tata Overnight Fund,Debt - Mutual Fund,1,5000,5.40%
Tata Resources & Energy Fund,Equity - Mutual Fund,6,5000,-3.40%
Tata Retirement Savings Fund,Solution Oriented - Mutual Fund,6,5000,0.50%
Tata Retirement Savings Fund,Solution Oriented - Mutual Fund,6,5000,-0.70%
Tata Retirement Savings Fund,Solution Oriented - Mutual Fund,4,5000,2.10%
Tata S&P BSE Sensex Index Fund,Other - Mutual Fund,6,5000,2.40%
Tata Short Term Bond Fund,Debt - Mutual Fund,2,10000,4.70%
Tata Small Cap Fund,Equity - Mutual Fund,6,5000,17.10%
Tata Treasury Advantage Fund,Debt - Mutual Fund,2,5000,5.00%
Tata Ultra Short Term Fund,Debt - Mutual Fund,2,5000,5.50%
Tata Young Citizens Fund,Solution Oriented - Mutual Fund,6,500,1.50%
Taurus Banking & Financial Services-Direct Growth,Equity - Mutual Fund,6,5000,9.00%
Taurus Discovery (Midcap) Fund,Equity - Mutual Fund,6,5000,3.60%
Taurus Ethical Fund,Equity - Mutual Fund,6,5000,-3.50%
Taurus Flexi Cap Fund,Equity - Mutual Fund,6,5000,-4.10%
Taurus Infrastructure Fund,Equity - Mutual Fund,6,5000,-0.70%
Taurus Largecap Equity Fund,Equity - Mutual Fund,6,5000,-2.50%
Taurus Nifty 50 Index Fund,Other - Mutual Fund,6,5000,1.20%
Taurus Tax Shield – Direct Growth,Equity - Mutual Fund,6,500,6.80%
Templeton India Equity Income Fund,Equity - Mutual Fund,6,5000,8.30%
Templeton India Value Fund,Equity - Mutual Fund,6,5000,13.10%
TRUSTMF Banking & PSU Debt Fund,Debt - Mutual Fund,3,1000,3.00%
TRUSTMF Liquid Fund,Debt - Mutual Fund,2,1000,5.60%
TRUSTMF Short Term Fund,Debt - Mutual Fund,2,1000,4.20%
Union Arbitrage Fund,Hybrid - Mutual Fund,1,1000,5.00%
Union Balanced Advantage Fund,Hybrid - Mutual Fund,3,1000,3.60%
Union Corporate Bond Fund,Debt - Mutual Fund,2,1000,3.10%
Union Dynamic Bond Fund,Debt - Mutual Fund,3,1000,2.60%
Union Equity Savings Fund,Hybrid - Mutual Fund,3,1000,2.00%
Union Flexi Cap Fund,Equity - Mutual Fund,6,1000,0.60%
Union Focused Fund,Equity - Mutual Fund,6,1000,-0.10%
Union Large & Midcap Fund,Equity - Mutual Fund,6,1000,0.70%
Union Largecap Fund,Equity - Mutual Fund,6,1000,0.10%
Union Liquid Fund,Debt - Mutual Fund,2,5000,5.70%
Union Long Term Equity Fund,Equity - Mutual Fund,6,500,2.30%
Union Medium Duration Fund,Debt - Mutual Fund,3,1000,2.30%
Union Money Market Fund,Debt - Mutual Fund,2,5000,5.40%
Union Overnight Fund,Debt - Mutual Fund,1,5000,5.40%
Union Small Cap Fund,Equity - Mutual Fund,6,1000,-0.10%
Union Value Discovery Fund,Equity - Mutual Fund,6,1000,2.90%
UTI-Arbitrage Fund,Hybrid - Mutual Fund,1,5000,5.40%
UTI-Banking & PSU Debt Fund,Debt - Mutual Fund,3,500,11.00%
UTI-Banking and Financial Services Fund,Equity - Mutual Fund,6,5000,8.20%
UTI-Bond Fund,Debt - Mutual Fund,3,500,12.00%
UTI-CCF Investment Plan – Direct Growth,Solution Oriented - Mutual Fund,6,1000,-3.30%
UTI-Core Equity Fund,Equity - Mutual Fund,6,5000,4.10%
UTI-Corporate Bond Fund,Debt - Mutual Fund,2,500,4.20%
UTI-Credit Risk Fund,Debt - Mutual Fund,4,500,5.00%
UTI-Dividend Yield Fund,Equity - Mutual Fund,6,5000,-1.50%
UTI-Dynamic Bond Fund,Debt - Mutual Fund,3,500,12.50%
UTI-Equity Savings Fund,Hybrid - Mutual Fund,3,5000,6.10%
UTI-Flexi Cap Fund,Equity - Mutual Fund,6,5000,-9.00%
UTI-Floater Fund,Debt - Mutual Fund,2,500,5.10%
UTI-Gilt Fund,Debt - Mutual Fund,3,500,5.00%
UTI-Healthcare Fund,Equity - Mutual Fund,6,5000,-9.00%
UTI-Hybrid Equity Fund,Hybrid - Mutual Fund,6,1000,5.30%
UTI-India Consumer Fund,Equity - Mutual Fund,6,5000,-0.50%
UTI-Infrastructure Fund,Equity - Mutual Fund,6,5000,12.90%
UTI-Liquid – Cash Plan – Direct Growth,Debt - Mutual Fund,2,500,5.70%
UTI-Long Term Equity Fund,Equity - Mutual Fund,6,500,-2.90%
UTI-Mastershare – Direct Growth,Equity - Mutual Fund,6,100,-2.00%
UTI-Medium Term Fund,Debt - Mutual Fund,3,500,3.70%
UTI-Mid Cap Fund,Equity - Mutual Fund,6,5000,0.40%
UTI-MNC Fund,Equity - Mutual Fund,6,5000,3.30%
UTI-Money Market Fund,Debt - Mutual Fund,3,500,5.60%
UTI-Multi Asset Fund,Hybrid - Mutual Fund,6,5000,4.90%
UTI-Nifty 50 Index Fund,Other - Mutual Fund,6,5000,0.90%
UTI-Nifty Next 50 Index Fund,Other - Mutual Fund,6,5000,-6.40%
UTI-Overnight Fund,Debt - Mutual Fund,1,500,5.40%
UTI-Regular Savings Fund,Hybrid - Mutual Fund,4,5000,3.70%
UTI-Retirement Benefit Pension Plan – Direct,Solution Oriented - Mutual Fund,5,500,5.20%
UTI-Short Term Income Fund,Debt - Mutual Fund,3,500,5.00%
UTI-Transportation & Logistics Fund,Equity - Mutual Fund,6,5000,14.10%
UTI-Treasury Advantage Fund,Debt - Mutual Fund,2,500,5.20%
UTI-Ultra Short Term Fund,Debt - Mutual Fund,3,500,5.40%
UTI-Unit Linked Insurance Plan – Direct,Hybrid - Mutual Fund,4,15000,-0.70%
UTI-Value Opportunities Fund,Equity - Mutual Fund,6,5000,1.70%
WhiteOak Capital Liquid Fund,Debt - Mutual Fund,1,500,5.30%
WhiteOak Capital Overnight Fund,Debt - Mutual Fund,1,500,1.70%
WhiteOak Capital Ultra Short Term Fund,Debt - Mutual Fund,1,500,5.30%
